YEAR,MONTH,MONTH_BY_N,DAY,COUNTRY,STATE,STATECODE,KEY,DISTRICT,TOWN_CITY,VILLAGE,KILLED,INJURED,ARRESTS,DURATION_I,SOURCE,SOURCE_DAT,REPORTED_C,LOCAL_PREC,LINK_MADE_,OFFICIALS,OFFICIALS_,POLICE_VS_,DALIT_MUSL,TYPE_OF_PO,CODING_QUE,PROBABLE_C,RELIABILIT,NOTES
1989,August,8,17,India,Bihar,BI,BI198908,Rohtas,Sasaram,,7,,275,7,Times of India,"August 22, 25, 27",Public Rituals\Festivities (Other),Namaz/puja/aarti,,SK Sinha (DM),,,no,,,Definite Case,5,"The serious clash in Sasaram was between minor groups belonging to two communities (probably Harijan-Muslim). It was sparked off by claims by both groups to an akhara situated behind a mosque. It is alleged that the Hindus had not only encroached upon the akhara land but had extended its boundary by laying bricks on iys periphery.In the last week of July, Muslims met with high officials and requested them to remove the encroachment and flag of the majority community from the akhara.  Following meetings of the Moharram committee with the DM, it was decided that the bricks would be removed but not the flag.Moharram passed off peacefully but when Raksha Bandhan came on the 17th, the Muslims demanded to be allowed to offer a chadar on the mazar next to the Tarachandi temple where Hindus would be making offerings. The administration refused the Muslims and their allowing the majority community to take out their procession while refusing the minority community precipitated the riots."
1989,September,9,2,India,Bihar,BI,BI198909,Palmau,Sabarwa,,3,,,1,Times of India,4-Sep,Legal Demolition/Attempted Legal Demolition (Place of Worship),Legal Demolition/Attempted Legal Demolition (Place of Worship),,DIG and police superintendent,,,no,,,Yes-Strong Likelihood,4,RANCHI Sept 3: An alert has been sounded in Chotanagpur after three people were killed and several injured in a clash between two groups yesterday. Four shops were looted during the clash which was a sequel to a dispute over the demolition of the boundary wall of a religious place in the town.The south Chotanagpur DIG and the police superintendent were camping in the area. Addl forces have been deployed to prevent any further incidents.
1989,September,9,8,India,Andhra Pradesh,AP,AP198909,,Draksharamam,,,3,0,1,Times of India,11-Sep,Political (Education Related),Unknown,,,,,no,,,Yes-Strong Likelihood,4,"The trouble in this temple town started when some students of a school, objecting to the interpretation by the teacher of a lesson as derogatory, mustered some people of their community. This resulted in an altercation between people of two communities in front of a police station, disrupting traffic for several hours. The police made a mild cane charge but that did not stop the mob from burning down a press, looting three shops and injuring three policemen in stone-throwing.Then the police fired five rounds in the air. Prohibitory orders were promulgated but no arrests were made. "
1989,September,9,10,India,Gujarat,GU,GU198909,Mehsana,Kheralu,,1,15,,1,Times of India,19-Sep,Political (Other),Gang Violence,,,,,no,,,Definite Case,5,"A gang war between the dons of two criminal outfits which led to the murder of a youh, was given a communal twist by motivated propaganda (by the BJP and its front organizations) leading to large scale violence. The police tried to control the communal frenzy that followed by firing six rounds.Violence spread to sevral villages within the Kheralu taluka of Mehsana district. A total for these villages is given: 17 shops were looted and 8 people injured."
1989,September,9,13,India,Gujarat,GU,GU198909,Ahmadabad,Dhandhuka,,1,30,,6,Times of India,19-Sep,Political (Other),Bandh,,,,,no,,,Definite Case,5,"Group clashes occured here in connection with a bandh call given by the BJP, Shiv Sena and the VHP to mark the foundation laying ceremony of the Ram Janmabhoomi temple. The figures given above are a total for riots in this six-day period in Dhandhuka and Meghraj towns."
1989,September,9,14,India,Rajasthan,RA,RA198909,,Kota,,15,63,40,7,Times of India,16-Sep,Public Rituals\Festivities (Other),Religious Procession,,"Shiv Charan Mathur (CM), Surendra Nath Bhargava (High Court Justice)",,,no,"Police, Army",,Yes-Strong Likelihood,4,"The ‘communal clash’ in Kota was sparked off when a procession to mark Anant Chaturdashi was stoned when it reached the Ghantaghar of the town. Members of one community brandished swords and in the clashes that ensued, all kinds of weapons such as guns, knives, daggers, swords, lathis etc were used. 100 shops were set on fire as were 4 police vans.Even though the army was deployed on that night at 11:30 pm, looting and arson continued till next afternoon. There was a blast at the Chawani crossing and violent incidents were reported from Gothdi, Nayapura and railway station areas.The Chief Minister held a high-level meeting at the Secretariat to review the situation.Kota finally returnde to normalcy on the 20th. Justice Bhargava was appointed to conduct a judicial probe into the riots."
1989,September,9,15,India,Gujarat,GU,GU198909,Sabarkantha,Meghraj,,,,,6,Times of India,19-Sep,Political (Other),Bandh,,,,,no,,,Definite Case,5,"Group clashes occured here in connection with a bandh call given by the BJP, Shiv Sena and the VHP to mark the foundation laying ceremony of the Ram Janmabhoomi temple. The killed and injured figures for riots in this six-day period in Dhandhuka and Meghraj towns are given as a total under the Dhandhuka entry."
1989,September,9,28,India,Uttar Pradesh,UP,UP198909,Badaun,Budaun,,30,200,,1,Times of India,30-Sep,Political (Education Related),Factional Fight,,Shishir Priyadarshi (DM),,,no,,,Definite Case,5,"The conflict in Badaun, occasioned by the state govt’s last minute move to make Urdu the second official language in UP, arose when some 300 students of Islamia college made a protest march to another college whose students had submitted a memorandum against the proposal to the DM. At least 75 business establishments were destroyed in riots and arson and scores of vehicle were burnt. The casualties were reported on both communities. "
1989,September,9,29,India,Madhya Pradesh,MP,MP198909,,Mhow,,,1,,1,Times of India,30-Sep,Cause Insufficiently Reported,Religious Procession,,SK Raut (Police Superintendent),,,no,,,Definite Case,5,"An indefinite curfew was imposed in Mhow following a clash between members of two communities. The trouble started when a Ram Janmabhoomi Shila procession that was shouting religious slogans was attacked as it passed through the Subzimandi area. The police superindt said that the curfew was imposed following incidents of stone throwing and attempted arson. The one injured had received a bullet injury, he added.NOTE: Cumulative figures for the injured and arrested in the three MP towns of Mhow, Ratlam and Khargone are given in the entry for Ratlam."
1989,September,9,30,India,Madhya Pradesh,MP,MP198909,Khargone,Khargone,,2,18,,2,Times of India,1-Oct,Cause Insufficiently Reported,Religious Procession,,,,,no,,,Definite Case,5,"INDORE Sept 30th: An indefinite curfew was clamped in Khargone following large scale violence.Official sources said that 1 person died in a bomb explosion that occured at Jhanda Chowk when a religious procession was passing through and the other was killed in another incident in the town. The police fired in the air to control the situation. NOTE: Cumulative figures for the injured and arrested in the three MP towns of Mhow, Ratlam and Khargone are given in the entry for Ratlam."
1989,September,9,,India,Gujarat,GU,GU198909,Kaira,,Kanajari,,,,,Times of India,19-Sep,Public Rituals\Festivities (Other),Religious Procession,,,,,no,,,Yes-Strong Likelihood,4,“The first ever lord Ganesh procession...provided the background for violence. The police fired 7 roounds to disperse violent mobs.” This is all we are told about the Kanajari violence in the TOI.
1989,October,10,1,India,Madhya Pradesh,MP,MP198910,,Ratlam,,2,51,600,1,Times of India,2/10/1989,Political (Other),Economic Interest (Land),,Mrs. Nirmala Buch (Principal Home Secy),,,no,,,Definite Case,5,"Mrs. Nirmala Buch said that the violence in Ratlam had undertones “like some peoplewho wanted to take possession of a plot under dispute” and that the ”Ram shila poojan campaign had fuelled this violence”. There were incidents of arson and curfew was imposed.The figures given above for injured and arrested are a total for the three towns of Mhow, Khargone and Ratlam."
1989,October,10,9,India,Karnataka,KA,KA198910,Bellary,Hospet,,2,,,1,Times of India,11-Oct,Cause Insufficiently Reported,Religious Procession,,A R Nizamuddin (Dir. Gen. of Police),,,no,,,Yes-Strong Likelihood,4,"Mr. Nizamuddin said that the trouble began when stones were thrown at a place of worship while a procession was passing by. The police rushed to the spot and averted a clash. However, rumors soon spread in the town that the procession had been stoned by another group, leading to arson and rioting.He said that the police force again rushed to the place and warned the group in vain.After lathi charge, teargas shells and firing in the air proved futile, they opened fire on the mob and this led to the two deaths."
1989,October,10,10,India,Maharashtra ,MA,MA198910,Aurangabad,,Balanagar,1,4,24,1,Times of India,12-Oct,Public Rituals\Festivities (Dasara),Religious Procession,,,,,no,State Reserve Police,,Definite Case,5,The trouble in Balanagar began when members of a community stoned a place of worship where Dasara processionists were playing a band. A clash immediately followed between members of two communities in which lethal weapons were freely used.
1989,October,10,10,India,Karnataka ,KA,KA198910,Gulbarga,,near Gulbarga,,5,,1,Times of India,12-Oct,Public Rituals\Festivities (Dasara),Use of piece of land for worship,,SS Pavate (DIG of Police),,,no,,Yes,Definite Case,5,The police fired three rounds in the air to disperse miscreants who threw stones at the houses of members of a particular community immediately after the Dasara procession in a village (unnamed) 40 kms. from Gulbarga. Mr. Pavate said that the situation was under control but that no arrests were made. Discontent over the use of a piece of land for worship was suspected to be the cause for the trouble.
1989,October,10,10,India,Gujarat,GU,GU198910,Mehsana,Vijapur,,1,10,54,1,Times of India,12-Oct,Public Rituals\Festivities (Dasara),Religious Procession,,,,,no,,,Yes-Strong Likelihood,4,The trouble broke out when a religious procession was stoned in the Ram Baug area of the town. The police had to fire 10 rounds in the air to disperse the clashing mobs. Curfew was imposed and additional police forces were rushed to the riot-hit town.
1989,October,10,10,India,Gujarat,GU,GU198910,Banaskantha,Iqbalgadh,,,5,40,1,Times of India,12-Oct,Public Rituals\Festivities (Dasara),Unknown,,,,,no,,,Yes-Strong Likelihood,4,Sporadic incidents of violence were reported from Iqbalgahd in an article about Dasara clashes. The police fired four rounds in the air to disperse two groups indulging in heavy brickbatting. 4 shops were also set ablaze.
1989,October,10,10,India,Gujarat,GU,GU198910,Kheda,,Rudan,,5,,1,Times of India,12-Oct,Public Rituals\Festivities (Dasara),Religious Procession,,,,,no,,,Yes-Strong Likelihood,4,Rudan village was rocked by violence on 10th night when a religious procession was stoned. 4 shops were set on fire.
1989,October,10,10,India,Rajasthan,RA,RA198910,Jhalawar,Sarola,,1,4,,1,Times of India,12-Oct,Public Rituals\Festivities (Dasara),Religious Procession,,,,,no,,,Yes-Strong Likelihood,4,No further information is available except that the Sarola clash occured during a Dasara procession.
1989,October,10,10,India,Rajasthan,RA,RA198910,Bhilwara,Jahajpur,,,21,,1,Times of India,12-Oct,Public Rituals\Festivities (Dasara),Religious Procession,,,,,no,,,Yes-Strong Likelihood,4,"Indefinite curfew was clamped on Jahajpur after clashes during Dasara processions left 21 people, including 13 policemen, injured. Several shops and a tractor were set on fire before the curfew was imposed."
1989,October,10,14,India,Madhya Pradesh,MP,MP198910,,Indore,,23,75,300,4,Times of India,"Oct 15, 16 , 17, 19",Public Rituals\Festivities (Other),Religious Procession,,Mr Motilal Vora (CM),Yes,,no,,,Definite Case,5,"This “worst-ever expression of communal divide in MP” broke out after crackers were burst at the rear-end of a nearly 30000 strong barawafat procession.  This triggered off a stampede and there were clashes between the two communities. Country bombs, pistols and other weapons were freely used and there were more than a hundred cases of arson.In spite of the curfew, violence continued on a smaller scale the next day — there were arson and stabbing incidents in which 12+ people were injured. Fresh cases were reported on the 16th : 20 transport godowns, 50 shops, 100s of motor vehicles and a two-storey building were set on fire during these riots. Two places of worship were also damaged.Unofficial estimates of the number dead are 30. Two deaths were repoted on the 18th as violence continued.On the 18th, 4 top Indore officials were transferred. These were:       Mr. SK Sood (Indore Divisional Commissioner)       Mr. Bhagirath Prasad (District Collector)       Mr. BR Luthra (Inspector General of Police)       Mr. SK Raut (Superintendent of Police)The transfer of Mr. Sood was later stayed. Mr. Vora ordered a judicial probe into the rioting."
